Movie Countries,log_revenues,Revenue with inflation,Countries_List,primary countries,United_States_of_America,United_Kingdom,France,Germany,Canada,South_Korea,Japan,Australia,Italy,Spain,Hong_Kong,New_Zealand,Ireland,China,Others
['United States of America'],17.257831513342882,31259425.77111801,['United States of America'],['United States of America'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
['United States of America'],16.623523487049813,16576945.90341615,['United States of America'],['United States of America'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
['Australia'],16.105545750573544,9875285.2121118,['Australia'],['Australia'],0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
['United States of America'],13.415875888092542,670564.9788819875,['United States of America'],['United States of America'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
['United States of America'],17.27966315777787,31949374.39285714,['United States of America'],['United States of America'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"['United States of America', 'Luxembourg', 'United Kingdom', 'Germany']",17.861232808727802,57152449.53136646,"['United States of America', 'Luxembourg', 'United Kingdom', 'Germany']","['United States of America', 'Others', 'United Kingdom', 'Germany']",1,1,0,1,0,0,0,0,0,0,0,0,0,0,1
"['United States of America', 'Germany']",18.868805665445358,156537423.2326087,"['United States of America', 'Germany']","['United States of America', 'Germany']",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
['United States of America'],18.90659029409156,162565294.9478261,['United States of America'],['United States of America'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"['United States of America', 'United Kingdom']",21.19997699200052,1610768114.624534,"['United States of America', 'United Kingdom']","['United States of America', 'United Kingdom']",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
['United States of America'],13.442941524547695,688962.0885093168,['United States of America'],['United States of America'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
['United States of America'],14.364247422215088,1731065.0661490683,['United States of America'],['United States of America'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
['United States of America'],20.210019411977687,598549275.9440993,['United States of America'],['United States of America'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"['France', 'United States of America', 'United Kingdom']",18.446744070358864,102640594.5015528,"['France', 'United States of America', 'United Kingdom']","['France', 'United States of America', 'United Kingdom']",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
['United States of America'],17.14816435891908,28012582.96832298,['United States of America'],['United States of America'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"['United States of America', 'Spain']",19.632907615443123,336096075.2984472,"['United States of America', 'Spain']","['United States of America', 'Spain']",1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"['United States of America', 'Australia', 'Canada']",18.320471708510937,90464829.47142856,"['United States of America', 'Australia', 'Canada']","['United States of America', 'Australia', 'Canada']",1,0,0,0,1,0,0,1,0,0,0,0,0,0,0
"['United States of America', 'Canada', 'Israel']",15.758588388565329,6980201.821428571,"['United States of America', 'Canada', 'Israel']","['United States of America', 'Canada', 'Others']",1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
['United States of America'],15.473690037113675,5249744.869565217,['United States of America'],['United States of America'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
['United States of America'],17.637152385897416,45679144.082919255,['United States of America'],['United States of America'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"['United States of America', 'Canada']",17.668068225853986,47113409.71801242,"['United States of America', 'Canada']","['United States of America', 'Canada']",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
['United States of America'],15.515820535296411,5475644.454347826,['United States of America'],['United States of America'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
['United States of America'],12.0369864220898,168887.21801242235,['United States of America'],['United States of America'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
['United States of America'],17.648500669723877,46200476.49409938,['United States of America'],['United States of America'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"['France', 'United Kingdom']",11.246299616067049,76595.9602484472,"['France', 'United Kingdom']","['France', 'United Kingdom']",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"['United States of America', 'Spain']",14.433794129778496,1855740.0621118008,"['United States of America', 'Spain']","['United States of America', 'Spain']",1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
['United States of America'],18.60398225378432,120117652.00186336,['United States of America'],['United States of America'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
['United States of America'],15.980136895649464,8711346.206832297,['United States of America'],['United States of America'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
['United States of America'],17.24739227331854,30934798.501552798,['United States of America'],['United States of America'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
['United States of America'],18.74002644759344,137622700.93664595,['United States of America'],['United States of America'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
['Germany'],14.179743739801824,1439409.8192546584,['Germany'],['Germany'],0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"['France', 'United States of America', 'Israel']",14.08066967477712,1303638.3900621117,"['France', 'United States of America', 'Israel']","['France', 'United States of America', 'Others']",1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
['United States of America'],19.78131099026972,389864963.7242236,['United States of America'],['United States of America'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
['United States of America'],20.06572486398668,518123849.8326087,['United States of America'],['United States of America'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"['United States of America', 'New Zealand']",21.08804111355765,1440190327.3304348,"['United States of America', 'New Zealand']","['United States of America', 'New Zealand']",1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
['United States of America'],13.651425408795737,848669.7552795031,['United States of America'],['United States of America'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
['United States of America'],14.828931228123096,2755008.891925466,['United States of America'],['United States of America'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
['United States of America'],18.12926404688892,74720425.53191489,['United States of America'],['United States of America'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
['United States of America'],16.441148120163525,13813378.267021274,['United States of America'],['United States of America'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
['United States of America'],16.798930901772067,19755271.0393617,['United States of America'],['United States of America'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
['United States of America'],16.495931814255382,14591238.652482267,['United States of America'],['United States of America'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
['United States of America'],16.951788909795084,23018042.19858156,['United States of America'],['United States of America'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
['United States of America'],17.035639299731848,25031342.553191487,['United States of America'],['United States of America'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
['United States of America'],17.31645707065973,33146810.9929078,['United States of America'],['United States of America'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
['United States of America'],17.54994146039893,41864193.9716312,['United States of America'],['United States of America'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
['United States of America'],16.812085216399705,20016854.79574468,['United States of America'],['United States of America'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
['United States of America'],16.934467529880664,22622771.14751773,['United States of America'],['United States of America'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
['United States of America'],16.714798808802332,18161214.53900709,['United States of America'],['United States of America'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
['United States of America'],17.397029477620926,35928071.27659574,['United States of America'],['United States of America'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
['United States of America'],16.514255089405363,14861062.411347516,['United States of America'],['United States of America'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
['United States of America'],15.97126018270598,8634360.283687942,['United States of America'],['United States of America'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
['United States of America'],16.856298371076033,20921719.148936167,['United States of America'],['United States of America'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
['United States of America'],18.229863245445035,82628337.23404254,['United States of America'],['United States of America'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
['United States of America'],16.071801411927858,9547609.929078013,['United States of America'],['United States of America'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
['United States of America'],15.972910262882271,8648619.431560284,['United States of America'],['United States of America'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
['United Kingdom'],16.99279003879774,23981422.80520161,['United Kingdom'],['United Kingdom'],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
['United States of America'],15.90294133654969,8064169.888145161,['United States of America'],['United States of America'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
['United States of America'],16.050550030820716,9346850.791814515,['United States of America'],['United States of America'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
['United States of America'],17.46407418069292,38419441.58427419,['United States of America'],['United States of America'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
['United States of America'],18.582181146520306,117527293.12854835,['United States of America'],['United States of America'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
['United States of America'],17.405431476244406,36231210.58673387,['United States of America'],['United States of America'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
['Canada'],13.624401308707265,826042.3387096773,['Canada'],['Canada'],0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
['United States of America'],18.782879594190742,143648455.8858871,['United States of America'],['United States of America'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
['United States of America'],15.936087715947654,8335947.258064515,['United States of America'],['United States of America'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
['United States of America'],19.382667576502246,261689063.5243145,['United States of America'],['United States of America'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"['France', 'United States of America', 'Kingdom of Great Britain']",14.798308348022028,2671921.2690322576,"['France', 'United States of America', 'Kingdom of Great Britain']","['France', 'United States of America', 'Others']",1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
['United States of America'],17.03952216450128,25128724.81004032,['United States of America'],['United States of America'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
['United States of America'],16.202681632447245,10882664.109758064,['United States of America'],['United States of America'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
['United States of America'],15.944871786098869,8409493.34766129,['United States of America'],['United States of America'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
['United States of America'],16.65353989704167,17082069.379596774,['United States of America'],['United States of America'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
['United States of America'],17.76646375973672,51984895.32012096,['United States of America'],['United States of America'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
['United States of America'],18.082674013377844,71319048.77004032,['United States of America'],['United States of America'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
['United States of America'],16.771409726403395,19218996.06754032,['United States of America'],['United States of America'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
['United States of America'],20.08015754221678,525655988.3601613,['United States of America'],['United States of America'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
['United States of America'],15.442696522505074,5089532.423427419,['United States of America'],['United States of America'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
['United States of America'],11.544936909623342,103252.93221774192,['United States of America'],['United States of America'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
['United States of America'],17.128864499374604,27477127.777177416,['United States of America'],['United States of America'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
['United States of America'],12.09546314234588,179057.65758064514,['United States of America'],['United States of America'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
['United States of America'],11.9288918372565,151583.48939516128,['United States of America'],['United States of America'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
['United States of America'],17.96368315653949,63318186.76673386,['United States of America'],['United States of America'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
['United States of America'],15.48986077572235,5335327.221612902,['United States of America'],['United States of America'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
['United States of America'],20.02770810570915,498796176.1834274,['United States of America'],['United States of America'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
['United States of America'],16.048886664220667,9331316.475604838,['United States of America'],['United States of America'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
['United States of America'],17.17530645381983,28783315.485685483,['United States of America'],['United States of America'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
['United States of America'],16.61813143644714,16487802.720524192,['United States of America'],['United States of America'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"['United States of America', 'Italy']",17.42817798773468,37064788.791693546,"['United States of America', 'Italy']","['United States of America', 'Italy']",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"['United States of America', 'United Kingdom']",11.20045535870895,73163.75,"['United States of America', 'United Kingdom']","['United States of America', 'United Kingdom']",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
['United States of America'],15.827866373632936,7480920.27375,['United States of America'],['United States of America'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
['United States of America'],12.52864208902156,276134.1532258064,['United States of America'],['United States of America'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
['United States of America'],18.725472219909264,135634214.3568145,['United States of America'],['United States of America'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[],14.193244596099968,1458974.859596774,[],[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
['United States of America'],18.81735815959747,148687620.9677419,['United States of America'],['United States of America'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
['United States of America'],16.509023713559085,14783521.607782256,['United States of America'],['United States of America'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
['Hong Kong'],16.7427593491337,18676177.685443547,['Hong Kong'],['Hong Kong'],0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
['United States of America'],15.979958286467411,8709790.419354837,['United States of America'],['United States of America'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
