Movie Countries,log_revenues,Revenue with inflation,Countries_List,primary countries,United_States_of_America,United_Kingdom,France,Germany,Canada,South_Korea,Japan,Australia,Italy,Spain,Hong_Kong,New_Zealand,Ireland,China,Others
['Italy'],14.65797538512638,2322083.463204225,['Italy'],['Italy'],0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
['United States of America'],16.566134008211012,15652387.327596828,['United States of America'],['United States of America'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
['United States of America'],16.281990937199843,11780909.463028168,['United States of America'],['United States of America'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"['France', 'West Germany', 'Germany']",16.275370557758016,11703172.978653168,"['France', 'West Germany', 'Germany']","['France', 'Others', 'Germany']",0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
['United States of America'],19.47132357632385,285948869.9273327,['United States of America'],['United States of America'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
['United States of America'],18.93757393783572,167681002.5179137,['United States of America'],['United States of America'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
['United States of America'],14.60896164587959,2211013.67737676,['United States of America'],['United States of America'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
['United States of America'],17.89066599586597,58859628.89454225,['United States of America'],['United States of America'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"['England', 'United Kingdom']",15.31809685028679,4493295.030105634,"['England', 'United Kingdom']","['Others', 'United Kingdom']",0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
['United States of America'],18.01582543652629,66707332.44322182,['United States of America'],['United States of America'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"['Denmark', 'Sweden']",15.481577010476746,5291313.176100352,"['Denmark', 'Sweden']","['Others', 'Others']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
['United States of America'],18.433598403331885,101300145.27574822,['United States of America'],['United States of America'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
['United States of America'],18.09621442777778,72291305.77169894,['United States of America'],['United States of America'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"['United States of America', 'United Kingdom']",17.51427255635087,40397261.51496478,"['United States of America', 'United Kingdom']","['United States of America', 'United Kingdom']",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
['United States of America'],16.679378021385403,17529189.510211267,['United States of America'],['United States of America'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
['United Kingdom'],13.442247021625162,688483.7684419013,['United Kingdom'],['United Kingdom'],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
['United States of America'],17.68250408912092,47798465.2459507,['United States of America'],['United States of America'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
['United States of America'],18.96162930512646,171763537.19172534,['United States of America'],['United States of America'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
['United States of America'],15.066160071950767,3492610.7204225347,['United States of America'],['United States of America'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"['United States of America', 'Canada', 'United Kingdom']",17.60589517840786,44273425.46619718,"['United States of America', 'Canada', 'United Kingdom']","['United States of America', 'Canada', 'United Kingdom']",1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
['United States of America'],18.335797766464097,91861977.73054576,['United States of America'],['United States of America'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
['United States of America'],15.563352563734034,5742197.666417253,['United States of America'],['United States of America'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
['United States of America'],17.988882130239137,64934013.171654925,['United States of America'],['United States of America'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
['United States of America'],13.385200196099722,650307.232834507,['United States of America'],['United States of America'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
['United States of America'],14.78725724355266,2642556.145334507,['United States of America'],['United States of America'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
['United States of America'],13.610437975756817,814588.18965669,['United States of America'],['United States of America'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
['United States of America'],17.098656986338714,26659523.15347711,['United States of America'],['United States of America'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
['United States of America'],14.465361002260565,1915254.3703785208,['United States of America'],['United States of America'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
['United States of America'],16.710584710561648,18084842.429577462,['United States of America'],['United States of America'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
['United States of America'],17.05117148671666,25423169.13076584,['United States of America'],['United States of America'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
['Canada'],15.74895048543918,6913250.46606514,['Canada'],['Canada'],0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
['United States of America'],18.04697883113516,68818201.94969189,['United States of America'],['United States of America'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"['Mexico', 'United States of America', 'Spain']",13.403309599616485,662191.1898327464,"['Mexico', 'United States of America', 'Spain']","['Others', 'United States of America', 'Spain']",1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
"['United States of America', 'Canada']",17.367429729664753,34880194.37491197,"['United States of America', 'Canada']","['United States of America', 'Canada']",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
['United States of America'],17.150584281759023,28080453.345070414,['United States of America'],['United States of America'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
['United States of America'],17.693198588131956,48312389.06593309,['United States of America'],['United States of America'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
['United States of America'],17.01504216649578,24521042.05994718,['United States of America'],['United States of America'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
['United States of America'],17.279226229035693,31935417.842121474,['United States of America'],['United States of America'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
['United States of America'],18.331622181261174,91479199.93243836,['United States of America'],['United States of America'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
['United States of America'],16.215342165683047,11021320.319102112,['United States of America'],['United States of America'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
['United States of America'],18.95510600260093,170646718.30985913,['United States of America'],['United States of America'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
['United States of America'],14.750793911645246,2547935.3223151406,['United States of America'],['United States of America'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
['United States of America'],16.066325912112482,9495474.85572183,['United States of America'],['United States of America'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
['United States of America'],18.51651668303866,110057848.7269366,['United States of America'],['United States of America'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"['United States of America', 'United Kingdom']",14.842005113345662,2791264.043397887,"['United States of America', 'United Kingdom']","['United States of America', 'United Kingdom']",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
['United States of America'],19.34951543468617,253155741.07825705,['United States of America'],['United States of America'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
['United Kingdom'],13.948818128821625,1142601.3751760563,['United Kingdom'],['United Kingdom'],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"['France', 'Italy', 'United Kingdom', 'China']",18.54565265310739,113311662.2416373,"['France', 'Italy', 'United Kingdom', 'China']","['France', 'Italy', 'United Kingdom', 'China']",0,1,1,0,0,0,0,0,1,0,0,0,0,1,0
['United States of America'],15.976528577759613,8679969.54300176,['United States of America'],['United States of America'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
['United Kingdom'],17.28143797557335,32006129.06078345,['United Kingdom'],['United Kingdom'],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
['United Kingdom'],15.653124208180357,6281530.432394366,['United Kingdom'],['United Kingdom'],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
['United States of America'],19.813213499009606,402503157.2975352,['United States of America'],['United States of America'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
['United Kingdom'],17.44037607672169,37519677.1275088,['United Kingdom'],['United Kingdom'],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
['United States of America'],17.864506094129887,57339832.32147887,['United States of America'],['United States of America'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
['United States of America'],18.820814693984182,149202454.0991197,['United States of America'],['United States of America'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
['United States of America'],18.673816757567312,128805845.84080105,['United States of America'],['United States of America'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
['United States of America'],19.0961071212194,196487057.35360917,['United States of America'],['United States of America'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
['United States of America'],18.97144683644864,173458135.87495595,['United States of America'],['United States of America'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
['United States of America'],14.99459136180876,3251384.169058098,['United States of America'],['United States of America'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
['United States of America'],14.627035599056454,2251338.7540933094,['United States of America'],['United States of America'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
['United States of America'],11.571873202728906,106071.9803697183,['United States of America'],['United States of America'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
['United Kingdom'],20.015141493141225,492567218.3098591,['United Kingdom'],['United Kingdom'],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
['United States of America'],11.567638280246095,105623.72359154928,['United States of America'],['United States of America'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
['United States of America'],20.46548741372137,772766440.2339787,['United States of America'],['United States of America'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"['United States of America', 'United Kingdom']",18.59696345361612,119277522.00704224,"['United States of America', 'United Kingdom']","['United States of America', 'United Kingdom']",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
['United States of America'],16.78403108824863,19463103.213028166,['United States of America'],['United States of America'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
['United States of America'],18.299226245683283,88563135.01914611,['United States of America'],['United States of America'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
['United States of America'],18.75478678857182,139669124.73133802,['United States of America'],['United States of America'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
['United States of America'],18.19121150091625,79495541.86769365,['United States of America'],['United States of America'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
['United States of America'],17.744212161350355,50840923.11355633,['United States of America'],['United States of America'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
['South Korea'],16.995541971939094,24047508.96804032,['South Korea'],['South Korea'],0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"['Ireland', 'United Kingdom']",12.279855519656998,215314.6056517592,"['Ireland', 'United Kingdom']","['Ireland', 'United Kingdom']",0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
['United States of America'],17.18106874146334,28949652.008039217,['United States of America'],['United States of America'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"['United States of America', 'Spain']",15.598325343654892,5946571.206823017,"['United States of America', 'Spain']","['United States of America', 'Spain']",1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"['United States of America', 'United Kingdom']",20.310698258536565,661948461.7548473,"['United States of America', 'United Kingdom']","['United States of America', 'United Kingdom']",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
['United States of America'],16.111222953299777,9931508.653167076,['United States of America'],['United States of America'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
['United States of America'],18.59885739345324,119503640.51748174,['United States of America'],['United States of America'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
['United States of America'],16.01706525595478,9039055.582556771,['United States of America'],['United States of America'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"['United States of America', 'France']",13.493487316052097,724681.3471539421,"['United States of America', 'France']","['United States of America', 'France']",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
['Germany'],11.771084755109024,129454.50104560296,['Germany'],['Germany'],0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
['United States of America'],16.744293733009986,18704856.107582454,['United States of America'],['United States of America'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
['United States of America'],20.54579660959148,837386767.5450572,['United States of America'],['United States of America'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
['United States of America'],11.833293726808256,137763.50013299336,['United States of America'],['United States of America'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
['United States of America'],12.524715062665583,275051.89355028066,['United States of America'],['United States of America'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
['United States of America'],12.983167160331568,435028.6458065818,['United States of America'],['United States of America'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
['Hong Kong'],16.031568710138075,9171108.40733573,['Hong Kong'],['Hong Kong'],0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"['France', 'Russia', 'Germany']",16.221997920430223,11094920.183760136,"['France', 'Russia', 'Germany']","['France', 'Others', 'Germany']",0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
['United States of America'],16.49881968456822,14633437.159995597,['United States of America'],['United States of America'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"['South Korea', 'Korea']",13.11899470418654,498318.4971979674,"['South Korea', 'Korea']","['South Korea', 'Others']",0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
['United States of America'],18.97104400375256,173388275.33842224,['United States of America'],['United States of America'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
['United States of America'],19.579426796110383,318593577.3022526,['United States of America'],['United States of America'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
['South Korea'],17.152734338980743,28140892.8775177,['South Korea'],['South Korea'],0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"['France', 'Belgium', 'Italy']",15.806420620549844,7322194.386212715,"['France', 'Belgium', 'Italy']","['France', 'Others', 'Italy']",0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
"['France', 'Spain', 'Mexico']",13.52696948715266,749356.0278552298,"['France', 'Spain', 'Mexico']","['France', 'Spain', 'Others']",0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
['United States of America'],17.131601058916246,27552423.55206919,['United States of America'],['United States of America'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"['United States of America', 'Japan']",16.227911129476475,11160721.121776056,"['United States of America', 'Japan']","['United States of America', 'Japan']",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
['United States of America'],19.84842184793232,416927059.8065405,['United States of America'],['United States of America'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"['France', 'Iceland', 'Germany', 'Denmark', 'United States of America']",13.042110256893176,461441.3581373592,"['France', 'Iceland', 'Germany', 'Denmark', 'United States of America']","['France', 'Others', 'Germany', 'Others', 'United States of America']",1,0,1,1,0,0,0,0,0,0,0,0,0,0,1
['United States of America'],18.208127934647973,80851761.79410334,['United States of America'],['United States of America'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
['United States of America'],19.14687539057565,206719919.7961991,['United States of America'],['United States of America'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
['United States of America'],15.52839556177611,5544935.584161866,['United States of America'],['United States of America'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
['South Korea'],17.870953203969712,57710702.75525553,['South Korea'],['South Korea'],0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
['United States of America'],19.23255845627216,225213287.65193343,['United States of America'],['United States of America'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
['United States of America'],18.18364287059678,78896140.68358587,['United States of America'],['United States of America'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
['United States of America'],16.82670805731943,20311708.6254907,['United States of America'],['United States of America'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
['South Korea'],14.803386150776344,2685523.2631067247,['South Korea'],['South Korea'],0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"['United States of America', 'United Kingdom']",19.07003750692648,191430907.8424349,"['United States of America', 'United Kingdom']","['United States of America', 'United Kingdom']",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"['France', 'United Kingdom']",15.929273304082631,8279335.786174193,"['France', 'United Kingdom']","['France', 'United Kingdom']",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
['United States of America'],17.740659514489238,50660623.72729941,['United States of America'],['United States of America'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
['South Korea'],14.167058324670473,1421265.634722273,['South Korea'],['South Korea'],0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
['United States of America'],18.53085817838901,111647615.42023608,['United States of America'],['United States of America'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
['South Korea'],14.179836831213091,1439543.8221832924,['South Korea'],['South Korea'],0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
['United States of America'],13.885283658373268,1072264.8571926476,['United States of America'],['United States of America'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"['United States of America', 'Spain']",17.644198109808823,46002123.195348896,"['United States of America', 'Spain']","['United States of America', 'Spain']",1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
['Japan'],14.3489424148253,1704772.8172808818,['Japan'],['Japan'],0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
['United States of America'],18.69635151174312,131741405.7479042,['United States of America'],['United States of America'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"['United States of America', 'France', 'United Kingdom', 'Germany']",19.80086112382984,397561868.4432668,"['United States of America', 'France', 'United Kingdom', 'Germany']","['United States of America', 'France', 'United Kingdom', 'Germany']",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
['Japan'],14.442088924634252,1871197.062933375,['Japan'],['Japan'],0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
['United States of America'],18.327439739280333,91097392.486586,['United States of America'],['United States of America'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"['United States of America', 'United Kingdom']",21.04151772599609,1374722495.1623435,"['United States of America', 'United Kingdom']","['United States of America', 'United Kingdom']",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"['United States of America', 'United Kingdom']",15.779084626002051,7124745.94044649,"['United States of America', 'United Kingdom']","['United States of America', 'United Kingdom']",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"['United States of America', 'Hong Kong', 'South Korea']",16.8691148435992,21191587.473447185,"['United States of America', 'Hong Kong', 'South Korea']","['United States of America', 'Hong Kong', 'South Korea']",1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
['South Korea'],16.395553401687355,13197703.586303515,['South Korea'],['South Korea'],0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
['Finland'],13.686617777637148,879068.2138991818,['Finland'],['Others'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
['United States of America'],18.48149893125069,106270568.32304543,['United States of America'],['United States of America'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
['United States of America'],19.430780694054132,274587545.1832557,['United States of America'],['United States of America'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
['Japan'],17.60598449040203,44277379.790695965,['Japan'],['Japan'],0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"['United Kingdom', 'Netherlands']",12.732247988189052,338489.3769719705,"['United Kingdom', 'Netherlands']","['United Kingdom', 'Others']",0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
['United States of America'],16.048938534257182,9331800.503884325,['United States of America'],['United States of America'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"['United States of America', 'United Kingdom']",17.930458030787033,61248996.94133616,"['United States of America', 'United Kingdom']","['United States of America', 'United Kingdom']",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"['United States of America', 'United Arab Emirates']",18.11119934312318,73382741.9853157,"['United States of America', 'United Arab Emirates']","['United States of America', 'Others']",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"['United States of America', 'Canada']",15.667795806394237,6374369.909472795,"['United States of America', 'Canada']","['United States of America', 'Canada']",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
['United States of America'],17.17356579050106,28733257.004347503,['United States of America'],['United States of America'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
['United States of America'],18.537730669877856,112417555.3794438,['United States of America'],['United States of America'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[],15.356674456370277,4670022.540861063,[],[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
['United States of America'],13.574228268564784,785619.8229353927,['United States of America'],['United States of America'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
['United States of America'],18.605748805837298,120330033.6229684,['United States of America'],['United States of America'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
['United States of America'],17.656661348915875,46579046.353918254,['United States of America'],['United States of America'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"['United States of America', 'Brazil']",19.724596489128533,368369286.5872528,"['United States of America', 'Brazil']","['United States of America', 'Others']",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
['Turkey'],17.154275525999573,28184296.69442712,['Turkey'],['Others'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
['United States of America'],18.860442844426142,155233787.41348553,['United States of America'],['United States of America'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[],9.994940477414186,21915.303843966685,[],[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
['United States of America'],13.631023498330112,831530.7001412481,['United States of America'],['United States of America'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"['United States of America', 'France']",18.549442917005894,113741958.29697417,"['United States of America', 'France']","['United States of America', 'France']",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
[],16.81780328937836,20131640.49601937,[],[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"['United States of America', 'United Kingdom']",18.232665622223497,82860217.72404794,"['United States of America', 'United Kingdom']","['United States of America', 'United Kingdom']",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
['Argentina'],15.65734261790369,6308084.469975602,['Argentina'],['Others'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
['Turkey'],12.694001079798388,325787.6539283487,['Turkey'],['Others'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
['United States of America'],19.487277370243746,290547423.9249092,['United States of America'],['United States of America'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
['United States of America'],16.496012931239218,14592422.297758373,['United States of America'],['United States of America'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
['United States of America'],15.759307082132471,6985220.250715412,['United States of America'],['United States of America'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
['United States of America'],17.15315117987358,28152625.59759878,['United States of America'],['United States of America'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"['France', 'United Kingdom', 'Germany']",16.85327010649778,20858458.481284626,"['France', 'United Kingdom', 'Germany']","['France', 'United Kingdom', 'Germany']",0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
['France'],13.260887332716784,574288.5978831125,['France'],['France'],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
['United States of America'],12.792854184261412,359638.336367722,['United States of America'],['United States of America'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
['Japan'],17.914112260780037,60255972.90535458,['Japan'],['Japan'],0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
['South Korea'],13.931201615774944,1122648.9849167184,['South Korea'],['South Korea'],0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
['United States of America'],14.47188680596215,1927793.814914517,['United States of America'],['United States of America'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
['United States of America'],18.5688180411928,115967210.52131104,['United States of America'],['United States of America'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
['United States of America'],13.478276570476291,713741.8137084051,['United States of America'],['United States of America'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"['Italy', 'Canada']",16.244428394234525,11346596.558475804,"['Italy', 'Canada']","['Italy', 'Canada']",0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
['United States of America'],19.87717956222953,429090994.2586079,['United States of America'],['United States of America'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
['United States of America'],16.328898527168295,12346689.48449022,['United States of America'],['United States of America'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"['United States of America', 'Canada']",17.940358684895322,61858413.909775466,"['United States of America', 'Canada']","['United States of America', 'Canada']",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"['United States of America', 'United Kingdom']",18.50573352672505,108877453.37204662,"['United States of America', 'United Kingdom']","['United States of America', 'United Kingdom']",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
['United States of America'],19.8498272277883,417513412.6255182,['United States of America'],['United States of America'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
['United States of America'],18.20569390913261,80655205.85106577,['United States of America'],['United States of America'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
['United States of America'],11.20098719069926,73202.67117162562,['United States of America'],['United States of America'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
['United States of America'],13.67052693586206,865036.4604734563,['United States of America'],['United States of America'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
['Iran'],15.20836537694426,4026328.099203874,['Iran'],['Others'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
['Turkey'],15.489727269066204,5334614.967462487,['Turkey'],['Others'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
['Canada'],13.57937590569365,789674.335331291,['Canada'],['Canada'],0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
['United Kingdom'],16.582036313510624,15903286.016000476,['United Kingdom'],['United Kingdom'],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
['United States of America'],13.446290915585717,691273.5608054812,['United States of America'],['United States of America'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
['China'],17.48026993211992,39046739.37795796,['China'],['China'],0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"['France', 'Italy', 'India', 'Israel']",14.005111203230369,1208766.7745212235,"['France', 'Italy', 'India', 'Israel']","['France', 'Italy', 'Others', 'Others']",0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
['United States of America'],11.702840279436227,120914.65914719152,['United States of America'],['United States of America'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
['United States of America'],16.34222629105812,12512344.701475767,['United States of America'],['United States of America'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
['United States of America'],18.765593907338463,141186731.2567643,['United States of America'],['United States of America'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
['United States of America'],20.314065889531136,664181417.6869473,['United States of America'],['United States of America'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
['United States of America'],18.3666028765688,94735833.53147817,['United States of America'],['United States of America'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"['United States of America', 'Ireland']",17.59428976864896,43762584.21680669,"['United States of America', 'Ireland']","['United States of America', 'Ireland']",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
['United States of America'],17.91824423836089,60505464.32602175,['United States of America'],['United States of America'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
['United States of America'],19.16658291413408,210834266.11187032,['United States of America'],['United States of America'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
['United States of America'],11.16478997177373,70600.32111017352,['United States of America'],['United States of America'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
['United States of America'],18.609562758606412,120789842.9761162,['United States of America'],['United States of America'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"['United States of America', 'Canada', 'United Kingdom']",17.97394121210714,63971051.07928697,"['United States of America', 'Canada', 'United Kingdom']","['United States of America', 'Canada', 'United Kingdom']",1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
['China'],17.032914668995307,24963234.21506402,['China'],['China'],0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
['United States of America'],16.358907657265192,12722818.318642916,['United States of America'],['United States of America'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[],14.230478457686656,1514322.129751073,[],[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
