Movie Languages,log_revenues,Revenue with inflation,Languages_List,primary languages,Italian_Language,Arabic_Language,Russian_Language,German_Language,Spanish_Language,Standard_Mandarin,French_Language,Cantonese,Japanese_Language,English_Language,Korean_Language,Others
"['English Language', 'Cantonese']",18.013921420001243,66580441.41954534,"['English Language', 'Cantonese']","['English Language', 'Cantonese']",0,0,0,0,0,0,0,1,0,1,0,0
['Thai Language'],11.801560109632458,133460.4034735267,['Thai Language'],['Others'],0,0,0,0,0,0,0,0,0,0,0,1
['English Language'],12.772710482434224,352466.36647757725,['English Language'],['English Language'],0,0,0,0,0,0,0,0,0,1,0,0
"['French Language', 'Swedish Language', 'English Language']",18.23234093957,82833318.81572874,"['French Language', 'Swedish Language', 'English Language']","['French Language', 'Others', 'English Language']",0,0,0,0,0,0,1,0,0,1,0,1
['English Language'],16.05495490139661,9388113.27106746,['English Language'],['English Language'],0,0,0,0,0,0,0,0,0,1,0,0
['English Language'],19.361712556898667,256262420.34945017,['English Language'],['English Language'],0,0,0,0,0,0,0,0,0,1,0,0
['Turkish Language'],15.346450261687716,4622518.579918615,['Turkish Language'],['Others'],0,0,0,0,0,0,0,0,0,0,0,1
['English Language'],20.04776972278204,508903883.54419047,['English Language'],['English Language'],0,0,0,0,0,0,0,0,0,1,0,0
['English Language'],18.738513288085542,137414613.31280848,['English Language'],['English Language'],0,0,0,0,0,0,0,0,0,1,0,0
"['English Language', 'Spanish Language']",17.81753731039776,54708919.179488845,"['English Language', 'Spanish Language']","['English Language', 'Spanish Language']",0,0,0,0,1,0,0,0,0,1,0,0
[],16.948826544792286,22949955.25492106,[],[],0,0,0,0,0,0,0,0,0,0,0,0
"['Italian Language', 'Spanish Language', 'French Language', 'Latin Language', 'English Language', 'Swiss German Language', 'German Language']",20.31208904100357,662869728.5618796,"['Italian Language', 'Spanish Language', 'French Language', 'Latin Language', 'English Language', 'Swiss German Language', 'German Language']","['Italian Language', 'Spanish Language', 'French Language', 'Others', 'English Language', 'Others', 'German Language']",1,0,0,1,1,0,1,0,0,1,0,1
['English Language'],11.059653427992387,63554.52183073315,['English Language'],['English Language'],0,0,0,0,0,0,0,0,0,1,0,0
['Turkish Language'],9.772233687883178,17539.90216139873,['Turkish Language'],['Others'],0,0,0,0,0,0,0,0,0,0,0,1
['English Language'],16.62950769789558,16676443.25251588,['English Language'],['English Language'],0,0,0,0,0,0,0,0,0,1,0,0
['English Language'],13.185910557145665,532804.8799041656,['English Language'],['English Language'],0,0,0,0,0,0,0,0,0,1,0,0
['English Language'],14.086062914886176,1310688.2185357304,['English Language'],['English Language'],0,0,0,0,0,0,0,0,0,1,0,0
"['English Language', 'Russian Language']",17.60646624556782,44298715.786088176,"['English Language', 'Russian Language']","['English Language', 'Russian Language']",0,0,1,0,0,0,0,0,0,1,0,0
"['English Language', 'Spanish Language']",14.545562377334925,2075188.1398313572,"['English Language', 'Spanish Language']","['English Language', 'Spanish Language']",0,0,0,0,1,0,0,0,0,1,0,0
['English Language'],14.378137777775242,1755277.9488852737,['English Language'],['English Language'],0,0,0,0,0,0,0,0,0,1,0,0
['English Language'],13.965286966835189,1161574.4959377637,['English Language'],['English Language'],0,0,0,0,0,0,0,0,0,1,0,0
"['Japanese Language', 'English Language']",17.77953432452217,52668827.213464335,"['Japanese Language', 'English Language']","['Japanese Language', 'English Language']",0,0,0,0,0,0,0,0,1,1,0,0
['English Language'],17.8950359926343,59117408.11955513,['English Language'],['English Language'],0,0,0,0,0,0,0,0,0,1,0,0
['Japanese Language'],17.539339492816172,41422695.65510844,['Japanese Language'],['Japanese Language'],0,0,0,0,0,0,0,0,1,0,0,0
['English Language'],19.492487555210182,292065180.2071437,['English Language'],['English Language'],0,0,0,0,0,0,0,0,0,1,0,0
"['Vietnamese Language', 'German Language', 'English Language']",17.15351177954468,28162779.255722787,"['Vietnamese Language', 'German Language', 'English Language']","['Others', 'German Language', 'English Language']",0,0,0,1,0,0,0,0,0,1,0,1
"['English Language', 'Spanish Language']",18.784089099789625,143822304.6118618,"['English Language', 'Spanish Language']","['English Language', 'Spanish Language']",0,0,0,0,1,0,0,0,0,1,0,0
['English Language'],15.86297401387888,7748222.451138963,['English Language'],['English Language'],0,0,0,0,0,0,0,0,0,1,0,0
['Turkish Language'],11.465519114082705,95369.97820888704,['Turkish Language'],['Others'],0,0,0,0,0,0,0,0,0,0,0,1
"['English Language', 'Hawaiian language']",14.002596728576329,1205731.1791672297,"['English Language', 'Hawaiian language']","['English Language', 'Others']",0,0,0,0,0,0,0,0,0,1,0,1
['English Language'],18.47222316395845,105289384.9108312,['English Language'],['English Language'],0,0,0,0,0,0,0,0,0,1,0,0
[],15.67424167014184,6415590.939231927,[],[],0,0,0,0,0,0,0,0,0,0,0,0
['English Language'],18.88819840824984,159602739.6005817,['English Language'],['English Language'],0,0,0,0,0,0,0,0,0,1,0,0
['English Language'],16.9688589126109,23414332.96324177,['English Language'],['English Language'],0,0,0,0,0,0,0,0,0,1,0,0
['English Language'],17.445114406289644,37697879.58058516,['English Language'],['English Language'],0,0,0,0,0,0,0,0,0,1,0,0
"['Afrikaans Language', 'Māori language', 'English Language']",18.931959784339856,166742253.2383924,"['Afrikaans Language', 'Māori language', 'English Language']","['Others', 'Others', 'English Language']",0,0,0,0,0,0,0,0,0,1,0,1
['English Language'],18.79232558225284,145011786.34986037,['English Language'],['English Language'],0,0,0,0,0,0,0,0,0,1,0,0
['English Language'],14.016540449128772,1222661.3180477023,['English Language'],['English Language'],0,0,0,0,0,0,0,0,0,1,0,0
"['French Language', 'English Language']",19.515412734296508,298838166.0916765,"['French Language', 'English Language']","['French Language', 'English Language']",0,0,0,0,0,0,1,0,0,1,0,0
['English Language'],20.2733877164482,637705870.1592731,['English Language'],['English Language'],0,0,0,0,0,0,0,0,0,1,0,0
['English Language'],20.913514619935075,1209550475.8113284,['English Language'],['English Language'],0,0,0,0,0,0,0,0,0,1,0,0
"['English Language', 'Spanish Language']",17.984762429113278,64667054.71657569,"['English Language', 'Spanish Language']","['English Language', 'Spanish Language']",0,0,0,0,1,0,0,0,0,1,0,0
"['French Language', 'Italian Language', 'Armenian Language', 'English Language']",14.926281593264813,3036698.894060232,"['French Language', 'Italian Language', 'Armenian Language', 'English Language']","['French Language', 'Italian Language', 'Others', 'English Language']",1,0,0,0,0,0,1,0,0,1,0,1
['English Language'],16.690972138607357,17733607.722677205,['English Language'],['English Language'],0,0,0,0,0,0,0,0,0,1,0,0
"['Italian Language', 'English Language']",18.279388060008007,86823515.60157454,"['Italian Language', 'English Language']","['Italian Language', 'English Language']",1,0,0,0,0,0,0,0,0,1,0,0
['English Language'],12.513760885020618,272055.3684446039,['English Language'],['English Language'],0,0,0,0,0,0,0,0,0,1,0,0
['English Language'],10.361514198506224,31619.022569533456,['English Language'],['English Language'],0,0,0,0,0,0,0,0,0,1,0,0
['English Language'],14.762830800422073,2578789.8601872865,['English Language'],['English Language'],0,0,0,0,0,0,0,0,0,1,0,0
['English Language'],14.440575823551146,1868367.893580128,['English Language'],['English Language'],0,0,0,0,0,0,0,0,0,1,0,0
['English Language'],13.844058994754857,1028959.8491402414,['English Language'],['English Language'],0,0,0,0,0,0,0,0,0,1,0,0
['English Language'],16.46129343346309,14094474.984175222,['English Language'],['English Language'],0,0,0,0,0,0,0,0,0,1,0,0
['English Language'],17.429464729139067,37112512.287390985,['English Language'],['English Language'],0,0,0,0,0,0,0,0,0,1,0,0
"['Italian Language', 'English Language', 'Spanish Language']",16.455560175611602,14013898.92717806,"['Italian Language', 'English Language', 'Spanish Language']","['Italian Language', 'English Language', 'Spanish Language']",1,0,0,0,1,0,0,0,0,1,0,0
['English Language'],11.711857872680032,122009.94937936112,['English Language'],['English Language'],0,0,0,0,0,0,0,0,0,1,0,0
['English Language'],17.68381488210753,47861160.22005528,['English Language'],['English Language'],0,0,0,0,0,0,0,0,0,1,0,0
"['Latin Language', 'English Language']",14.144602111499696,1389705.082176967,"['Latin Language', 'English Language']","['Others', 'English Language']",0,0,0,0,0,0,0,0,0,1,0,1
['English Language'],19.91072956244527,443731213.66072047,['English Language'],['English Language'],0,0,0,0,0,0,0,0,0,1,0,0
['Korean Language'],12.340897258553806,228867.21302153007,['Korean Language'],['Korean Language'],0,0,0,0,0,0,0,0,0,0,1,0
['English Language'],15.519431276695686,5495451.327696388,['English Language'],['English Language'],0,0,0,0,0,0,0,0,0,1,0,0
['Korean Language'],16.96584441872456,23343856.87790451,['Korean Language'],['Korean Language'],0,0,0,0,0,0,0,0,0,0,1,0
['English Language'],15.233354280112785,4128209.2700093687,['English Language'],['English Language'],0,0,0,0,0,0,0,0,0,1,0,0
"['Croatian language', 'English Language']",18.687396501172984,130566926.65192948,"['Croatian language', 'English Language']","['Others', 'English Language']",0,0,0,0,0,0,0,0,0,1,0,1
[],13.866973515991528,1052810.187403571,[],[],0,0,0,0,0,0,0,0,0,0,0,0
"['French Language', 'Italian Language', 'English Language', 'Danish Language']",18.22305358219564,82067577.54189253,"['French Language', 'Italian Language', 'English Language', 'Danish Language']","['French Language', 'Italian Language', 'English Language', 'Others']",1,0,0,0,0,0,1,0,0,1,0,1
['Korean Language'],15.349881150504975,4638405.164190792,['Korean Language'],['Korean Language'],0,0,0,0,0,0,0,0,0,0,1,0
['English Language'],16.74775481947535,18769707.39511133,['English Language'],['English Language'],0,0,0,0,0,0,0,0,0,1,0,0
['English Language'],15.365278652415611,4710377.693195113,['English Language'],['English Language'],0,0,0,0,0,0,0,0,0,1,0,0
['English Language'],19.337109461203116,250034498.72425267,['English Language'],['English Language'],0,0,0,0,0,0,0,0,0,1,0,0
"['French Language', 'English Language']",12.329580364013385,226291.74753072893,"['French Language', 'English Language']","['French Language', 'English Language']",0,0,0,0,0,0,1,0,0,1,0,0
[],14.728378905264115,2491458.6627714564,[],[],0,0,0,0,0,0,0,0,0,0,0,0
['English Language'],17.719183532021095,49584236.66556351,['English Language'],['English Language'],0,0,0,0,0,0,0,0,0,1,0,0
['English Language'],16.897764207031404,21807493.49573733,['English Language'],['English Language'],0,0,0,0,0,0,0,0,0,1,0,0
['English Language'],18.348467345995235,93033234.36050656,['English Language'],['English Language'],0,0,0,0,0,0,0,0,0,1,0,0
"['French Language', 'English Language']",18.05417215489931,69315018.295329,"['French Language', 'English Language']","['French Language', 'English Language']",0,0,0,0,0,0,1,0,0,1,0,0
"['Hindi Language', 'Japanese Language', 'English Language']",18.177767710757102,78433972.23250534,"['Hindi Language', 'Japanese Language', 'English Language']","['Others', 'Japanese Language', 'English Language']",0,0,0,0,0,0,0,0,1,1,0,1
['English Language'],15.28473845777238,4345878.391815864,['English Language'],['English Language'],0,0,0,0,0,0,0,0,0,1,0,0
[],15.225616254960975,4096388.357136531,[],[],0,0,0,0,0,0,0,0,0,0,0,0
['English Language'],18.184412927386763,78956918.59063937,['English Language'],['English Language'],0,0,0,0,0,0,0,0,0,1,0,0
['English Language'],18.246705430690188,84031764.2103693,['English Language'],['English Language'],0,0,0,0,0,0,0,0,0,1,0,0
['English Language'],15.984464253860898,8749125.004614588,['English Language'],['English Language'],0,0,0,0,0,0,0,0,0,1,0,0
['English Language'],19.61910943404515,331490408.66857463,['English Language'],['English Language'],0,0,0,0,0,0,0,0,0,1,0,0
['English Language'],19.040642470684205,185885689.5956408,['English Language'],['English Language'],0,0,0,0,0,0,0,0,0,1,0,0
['Italian Language'],10.704265485518304,44545.45847569416,['Italian Language'],['Italian Language'],1,0,0,0,0,0,0,0,0,0,0,0
['English Language'],12.150551989847273,189198.4966695721,['English Language'],['English Language'],0,0,0,0,0,0,0,0,0,1,0,0
['English Language'],18.640471410477303,124581591.2315125,['English Language'],['English Language'],0,0,0,0,0,0,0,0,0,1,0,0
['English Language'],16.585837409423657,15963850.9651482,['English Language'],['English Language'],0,0,0,0,0,0,0,0,0,1,0,0
['English Language'],16.525201321113645,15024628.627579393,['English Language'],['English Language'],0,0,0,0,0,0,0,0,0,1,0,0
['English Language'],18.665281130096258,127711086.00241448,['English Language'],['English Language'],0,0,0,0,0,0,0,0,0,1,0,0
[],18.261189337888176,85257729.4359481,[],[],0,0,0,0,0,0,0,0,0,0,0,0
[],15.493126677559774,5352780.361196436,[],[],0,0,0,0,0,0,0,0,0,0,0,0
[],14.038221637827393,1249459.52756401,[],[],0,0,0,0,0,0,0,0,0,0,0,0
"['Japanese Language', 'English Language']",14.257088762139116,1555159.6422295454,"['Japanese Language', 'English Language']","['Japanese Language', 'English Language']",0,0,0,0,0,0,0,0,1,1,0,0
"['French Language', 'Albanian language', 'Arabic Language', 'English Language']",19.55022612345892,309424947.10954285,"['French Language', 'Albanian language', 'Arabic Language', 'English Language']","['French Language', 'Others', 'Arabic Language', 'English Language']",0,1,0,0,0,0,1,0,0,1,0,1
[],14.106511671354284,1337766.073404587,[],[],0,0,0,0,0,0,0,0,0,0,0,0
"['Japanese Language', 'English Language']",18.011435677261233,66415145.0978386,"['Japanese Language', 'English Language']","['Japanese Language', 'English Language']",0,0,0,0,0,0,0,0,1,1,0,0
['English Language'],15.002217504907804,3276274.4778989167,['English Language'],['English Language'],0,0,0,0,0,0,0,0,0,1,0,0
['English Language'],11.712584336676574,122098.61741797451,['English Language'],['English Language'],0,0,0,0,0,0,0,0,0,1,0,0
['Korean Language'],13.925955903349086,1116775.310459268,['Korean Language'],['Korean Language'],0,0,0,0,0,0,0,0,0,0,1,0
['English Language'],17.156747417890898,28254051.406424064,['English Language'],['English Language'],0,0,0,0,0,0,0,0,0,1,0,0
['English Language'],11.23488472972175,75726.59734684459,['English Language'],['English Language'],0,0,0,0,0,0,0,0,0,1,0,0
"['Ukrainian Language', 'English Language']",18.69819131387644,131984006.9679356,"['Ukrainian Language', 'English Language']","['Others', 'English Language']",0,0,0,0,0,0,0,0,0,1,0,1
['English Language'],17.02656943213791,24805338.055277176,['English Language'],['English Language'],0,0,0,0,0,0,0,0,0,1,0,0
"['German Language', 'English Language']",17.437011680519376,37393658.175978966,"['German Language', 'English Language']","['German Language', 'English Language']",0,0,0,1,0,0,0,0,0,1,0,0
"['English Language', 'Spanish Language']",17.57778845944816,43046369.77283638,"['English Language', 'Spanish Language']","['English Language', 'Spanish Language']",0,0,0,0,1,0,0,0,0,1,0,0
['English Language'],17.620230913070564,44912688.7526627,['English Language'],['English Language'],0,0,0,0,0,0,0,0,0,1,0,0
['English Language'],12.982276087868902,434641.1764171215,['English Language'],['English Language'],0,0,0,0,0,0,0,0,0,1,0,0
"['Persian Language', 'Dari', 'English Language', 'Pashto language']",11.83874985625338,138517.20992183164,"['Persian Language', 'Dari', 'English Language', 'Pashto language']","['Others', 'Others', 'English Language', 'Others']",0,0,0,0,0,0,0,0,0,1,0,1
['Turkish Language'],16.815728071965957,20089906.283881094,['Turkish Language'],['Others'],0,0,0,0,0,0,0,0,0,0,0,1
['Portuguese Language'],15.453240743208667,5143481.502235045,['Portuguese Language'],['Others'],0,0,0,0,0,0,0,0,0,0,0,1
['Swedish Language'],17.89874022404168,59336798.76543439,['Swedish Language'],['Others'],0,0,0,0,0,0,0,0,0,0,0,1
